title,text,rating
"""Check in was easy and quick""","['trip', 'verified', 'enjoyed', 'trip', 'check', 'easy', 'quick', 'departure', 'time', 'staf', 'friendly', 'helpful', 'snacks', 'ofered', 'could', 'substantial', 'gues', 'bad', 'short', 'flight']",0
"""I enjoyed the flight""","['trip', 'verified', 'enjoyed', 'flight', 'slight', 'delay', 'arival', 'time', 'slightly', 'delayed', 'despite', 'easter', 'rush', 'god', 'friday', 'check', 'easy', 'snacks', 'ofered', 'flight', 'minimal', 'bad', 'hour', 'flight', 'fre', 'ber', 'much', 'apreciated', 'staf', 'friendly']",0
"""a very pleasant experience""","['trip', 'verified', 'plane', 'left', 'time', 'arived', 'early', 'service', 'cherful', 'included', 'aple', 'lieu', 'biscuit', 'plane', 'bit', 'tired', 'obviously', 'av', 'pleasant', 'experience']",1
"""Flight date moved""","['verified', 'flight', 'date', 'moved', 'notice', 'given', 'diferent', 'date', 'flight', 'time', 'change', 'flight', 'time', 'delayed', 'hours', 'children', 'disabilities', 'flying', 'direct', 'route', 'perth', 'london', 'newcastle', 'flight', 'changed', 'made', 'complaint', 'qantas', 'asked', 'refund', 'flights', 'delayed', 'told', 'varying', 'stories', 'emails', 'none', 'acurate', 'continue', 'chase', 'qantas', 'policy', 'changed', 'delayed', 'flights', 'without', 'suces']",0
"""I will continue flying with them""","['trip', 'verified', 'travel', 'qantas', 'extensively', 'crew', 'prety', 'awesome', 'get', 'god', 'service', 'flight', 'exception', 'champagne', 'ofered', 'god', 'selection', 'wines', 'spirits', 'tasty', 'fod', 'served', 'friendly', 'smile', 'god', 'humour', 'also', 'huge', 'choice', 'watch', 'continue', 'flying', 'them']",1
"""Worst flight experience""","['trip', 'verified', 'worst', 'flight', 'experience', 'ever', 'diabetic', 'airline', 'refused', 'ofer', 'drinks', 'fod', 'purchase', 'ticket', 'asked', 'travel', 'agent', 'make', 'sure', 'meal', 'included', 'informed', 'halal', 'option', 'anymore', 'requested', 'vegetarian', 'instead', 'flight', 'ofered', 'meals', 'pasengers', 'sat', 'nothing', 'eat', 'ofer', 'hot', 'drinks', 'airline', 'cant', 'ofer', 'halal', 'least', 'vegetarian', 'options', 'available', 'flight', 'hope', 'taken', 'seriously']",0
"""Very disappointed in Qantas""","['trip', 'verified', 'worst', 'travel', 'experience', 'qantas', 'flew', 'quality', 'sems', 'going', 'downhil', 'flew', 'singapore', 'via', 'brisbane', 'informed', 'airport', 'flight', 'brisbane', 'singapore', 'delayed', 'hours', 'prior', 'notification', 'received', 'email', 'even', 'ap', 'whatsoever', 'landed', 'brisbane', 'least', 'could', 'given', 'vouchers', 'something', 'aces', 'airport', 'lounge', 'long', 'delay', 'disapointed', 'qantas']",0
"""worst customer service communication""","['trip', 'verified', 'worst', 'airline', 'exist', 'suposed', 'fly', 'tokyo', 'auckland', 'via', 'sydney', 'friday', 'night', 'pm', 'lot', 'things', 'wrong', 'flight', 'online', 'checkin', 'opened', 'system', 'checked', 'one', 'two', 'pasengers', 'sydney', 'auckland', 'flight', 'system', 'said', 'check', 'airport', 'fine', 'five', 'hours', 'flight', 'sent', 'mesage', 'flight', 'canceled', 'one', 'hour', 'later', 'retracted', 'said', 'flight', 'canceled', 'reached', 'airport', 'staf', 'tried', 'check', 'sydney', 'auckland', 'flight', 'system', 'won', 't', 'let', 'her', 'advised', 'check', 'staf', 'upon', 'reaching', 'sydney', 'staf', 'gave', 'us', 'boarding', 'ticket', 'advised', 'aircraft', 'ned', 'refuel', 'brisbane', 'aircraft', 'make', 'stop', 'refuel', 'don', 't', 'ned', 'get', 'aircraft', 'flying', 'sydney', 'midflight', 'pilot', 'anounced', 'terminating', 'brisbane', 'ned', 'pick', 'lugage', 'even', 'onward', 'flight', 'problem', 'don', 't', 'landing', 'permit', 'enter', 'australia', 'got', 'brisbane', 'told', 'ground', 'crew', 'situation', 'asured', 'us', 'personaly', 'pick', 'lugage', 'retag', 'her', 'exact', 'words', 'told', 'us', 'working', 'reboking', 'us', 'wait', 'gate', 'got', 'gate', 'since', 'qantas', 'flights', 'yet', 'weren', 't', 'staf', 'around', 'tried', 'check', 'staf', 'busines', 'lounge', 'boarding', 'pas', 'found', 'stil', 'checked', 'also', 'canot', 'find', 'lugage', 'minutes', 'boarding', 'time', 'staf', 'boarding', 'gate', 'finaly', 'arived', 'able', 'check', 'stil', 'canot', 'locate', 'lugage', 'raised', 'ticket', 'us', 'said', 'se', 'lugage', 'might', 'reach', 'auckland', 'get', 'there', 'reached', 'auckland', 'surprise', 'al', 'lugage', 'wasn', 't', 'there', 'traveling', 'domesticaly', 'acros', 'parts', 'new', 'zealand', 'asked', 'send', 'hotel', 'staying', 'longest', 'buy', 'clothes', 'days', 'prepare', 'worst', 'caled', 'airline', 'bagage', 'services', 'australia', 'japan', 'auckland', 'either', 'one', 'picks', 'ask', 'cal', 'another', 'ofice', 'apologize', 'stayed', 'wek', 'new', 'zealand', 'news', 'qantas', 'day', 'fly', 'back', 'tokyo', 'auckland', 's', 'lost', 'lugage', 'staf', 'caled', 'us', 'told', 'us', 'lugage', 'picked', 'lugage', 'ofice', 'it', 's', 'siting', 'auckland', 'whole', 'time', 'since', 'day', 'arived', 'city', 'bag', 'retaged', 'qantas', 'didn', 't', 'bother', 'update', 'system', 'easy', 'tracking', 'present', 'day', 'earlier', 'told', 'us', 'compensate', 'later', 'another', 'customer', 'service', 'staf', 'saying', 'not', 'clearly', 'something', 'wrong', 'comunication', 'even', 'internaly', 'anyway', 'long', 'story', 'short', 'worst', 'airline', 'worst', 'customer', 'service', 'comunication', 'thanks', 'qantas', 'ruined', 'first', 'visit', 'oceania', 'don', 't', 'believe', 'positive', 'advertising', 'realy', 'think', 'come', 'warning', 'side', 'note', 'trip', 'kep', 'emailing', 'us', 'upgrade', 'busines', 'clas', 'pay', 'money', 'audacity', 'beyond']",0
"""dealt us 5 significant delays""","['trip', 'verified', 'olsydmel', 'dealt', 'us', 'significant', 'delays', 'two', 'unrelated', 'flights', 'series', 'delays', 'phone', 'buzing', 'relentlesly', 'flight', 'changes', 'never', 'experienced', 'disorganisation', 'extent', 'years', 'domestic', 'international', 'air', 'travel', 'cabin', 'crew', 'flights', 'the', 'reverse', 'sequence', 'way', 'up', 'lovely', 'deal', 'with', 'showed', 'anoying', 'inconsistencies', 'training', 'minor', 'isues', 'diferent', 'unrelated', 'rules', 'two', 'four', 'flights', 'something', 'i', 've', 'come', 'acros', 'before', 'ned', 'present', 'consistency', 'people', 'like', 'wonder', 'faults', 'lurking', 'regarding', 'safety', 'training', 'hated', 'trip', 'airline', 'experience', 'would', 'much', 'prefered', 'stayed', 'home']",0
"""worst of the worst airline""","['trip', 'verified', 'worst', 'worst', 'airline', 'flights', 'delayed', 'canceled', 'route', 'dont', 'tel', 'airport', 'left', 'siting', 'around', 'wife', 'delayed', 'hours', 'days', 'ago', 'got', 'airport', 'told', 'delayed']",0
"""experience couldn't have been better""","['trip', 'verified', 'experience', 'beter', 'boarding', 'used', 'qatar', 'airways', 'lounge', 'bangkok', 'simply', 'best', 'boarding', 'wel', 'organised', 'crew', 'welcoming', 'seat', 'ready', 'pjs', 'blanket', 'seat', 'cover', 'champagne', 'cold', 'fod', 'realy', 'god', 'slept', 'hours', 'light', 'breakfast', 'arival', 'could', 'asked', 'for']",1
"""never fly Qantas again""","['trip', 'verified', 'busines', 'clas', 'boking', 'seat', 'covered', 'hairs', 'pilows', 'blankets', 'to', 'fod', 'disgusting', 'champagne', 'low', 'quality', 'cabin', 'crew', 'care', 'les', 'customers', 'experience', 'arived', 'melbourne', 'airport', 'rimowa', 'bag', 'totaly', 'smashed', 'unable', 'use', 'whels', 'take', 'public', 'transport', 'families', 'home', 'km', 'airport', 'due', 'lugage', 'damage', 'stuck', 'abandomed', 'airport', 'alone', 'single', 'female', 'traveler', 'choice', 'rent', 'car', 'airport', 'put', 'pocket', 'customer', 'responsibility', 'compensation', 'ofered', 'qantas', 'frequent', 'flyer', 'points', 'equivalent', 'aud', 'airline', 'neds', 'take', 'acountability', 'high', 'paying', 'flyers', 'never', 'fly', 'qantas', 'tourist', 'visiting', 'australia']",0
"""not travel next time with Qantas""","['trip', 'verified', 'delhi', 'airport', 'qantas', 'ground', 'staf', 'unprofesional', 'rude', 'flight', 'delay', 'hour', 'delhi', 'hours', 'delay', 'melbourne', 'realy', 'strugling', 'kids', 'gave', 'voucher', 'spend', 'hours', 'melbourne', 'airport', 'travel', 'next', 'time', 'qantas', 'ned', 'improve', 'customer', 'service']",0
"""incompetence and indifference""","['verified', 'review', 'relates', 'frustrations', 'relating', 'qantas', 'ading', 'frequent', 'flyer', 'points', 'acount', 'early', 'february', 'flew', 'royal', 'air', 'maroc', 'madrid', 'casablanca', 'clas', 'royal', 'air', 'maroc', 'qantas', 'partners', 'one', 'world', 'aliance', 'qantas', 'f', 'number', 'entered', 'boked', 'ram', 'flight', 'boarding', 'pas', 'to', 'qantas', 'rejected', 'evidence', 'yeice', 'even', 'though', 'copy', 'reservation', 'copy', 'boarding', 'pas', 'to', 'similar', 'isues', 'trying', 'flights', 'iberia', 'aded', 'acount', 'one', 'ba', 'flight', 'to', 'ram', 'staf', 'helpful', 'inform', 'corect', 'qantas', 'ad', 'mising', 'points', 'qantas', 'sem', 'outsourced', 'customer', 'services', 'philipines', 'gather', 'frustrating', 'dealing', 'incompetence', 'indiference', 'clearly', 'want', 'aply', 'rules', 'fairly', 'bok']",0
"""this flight was faultless""","['trip', 'verified', 'qantas', 'popular', 'home', 'country', 'recently', 'god', 'reasons', 'service', 'lacking', 'even', 'covid', 'experience', 'though', 'shown', 'airline', 'capable', 'got', 'act', 'together', 'underway', 'flight', 'faultles', 'profesional', 'highest', 'standard', 'air', 'traveler', 'world', 'could', 'want', 'ive', 'traveled', 'many', 'busines', 'clas', 'flights', 'acros', 'world', 'many', 'airlines', 'aircraft', 'clean', 'amenities', 'including', 'pyjamas', 'busines', 'clas', 'service', 'genuine', 'friendly', 'helpful', 'highly', 'profesional', 'menu', 'perfect', 'fod', 'truly', 'excelent', 'lounge', 'god', 'departure', 'negatives', 'long', 'wait', 'mins', 'busines', 'clas', 'checkin', 'departure', 'delayed', 'hour', 'late', 'meant', 'mised', 'conections', 'extra', 'long', 'transits', 'qantas', 'relatively', 'expensive', 'tip', 'kep', 'boarding', 'pas', 'bagage', 'check', 'long', 'flight', 'case', 'put', 'claims', 'mising', 'points']",1
"""genuinely gone downhill""","['trip', 'verified', 'wife', 'wks', 'pregnant', 'boarded', 'transit', 'flight', 'bali', 'sydney', 'able', 'board', 'early', 'wife', 'went', 'rear', 'cabin', 'asked', 'crew', 'could', 'potentialy', 'get', 'row', 'herself', 'asked', 'boarding', 'row', 'available', 'would', 'fine', 'female', 'crew', 'member', 'rear', 'flight', 'rudely', 'said', 'wife', 'turned', 'come', 'back', 'seats', 'heard', 'crew', 'mumble', 'breath', 'as', 'wed', 'give', 'anyway', 'absolutely', 'disgusting', 'behavior', 'pathetic', 'treatment', 'qantas', 'genuinely', 'gone', 'downhil', 'ashamed', 'cal', 'national', 'airline', 'shame', 'qantas', 'charging', 'ridiculous', 'prices', 'making', 'record', 'profits', 'providing', 'pathetic', 'service']",0
"""business class seat was comfy""","['trip', 'verified', 'god', 'flight', 'god', 'crew', 'god', 'fod', 'wish', 'beter', 'information', 'gate', 'delays', 'overal', 'pleasant', 'experience', 'busines', 'clas', 'seat', 'comfy', 'pyjamas', 'provided', 'unfortunately', 'way', 'large', 'fod', 'wine', 'god', 'flight']",1
"""Qantas canceled the flights""","['trip', 'verified', 'qantas', 'canceled', 'flights', 'provided', 'one', 'alternative', 'option', 'requiring', 'visa', 'pointed', 'out', 'charged', 'extra', 'aud', 'rescheduled', 'flight', 'without', 'visa', 'requirement', 'lost', 'tickets', 'trying', 'persuade', 'two', 'hours', 'got', 'tickets', 'back', 'flights', 'canceled', 'again', 'cant', 'speak', 'someone', 'melbourne', 'airport', 'say', 'cal', 'hotline', 'wait', 'hour', 'rude', 'operator', 'refuse', 'solve', 'isue']",0
"""Every flight has been changed""","['verified', 'taken', 'flight', 'yet', 'scheduled', 'form', 'sumer', 'four', 'flights', 'qantas', 'touring', 'australia', 'sumer', 'boked', 'year', 'advance', 'planed', 'every', 'detail', 'every', 'flight', 'changed', 'airlines', 'one', 'flight', 'droped', 'second', 'leg', 'trip', 'make', 'long', 'story', 'short', 'cancel', 'every', 'flight', 'bok', 'someone', 'else', 'change', 'transfers', 'acomodations', 'excursions', 'due', 'limited', 'new', 'options', 'make', 'worse', 'fighting', 'refunds', 's', 'credit', 'card', 'due', 'delay', 'refunds', 'company', 'horible', 'trusted', 'spend', 'countles', 'hours', 'trying', 'get', 'mes', 'fixed']",0
"""still waiting for an answer""","['trip', 'verified', 'tok', 'flight', 'italy', 'way', 'back', 'brisbane', 'december', 'suitcase', 'new', 'reached', 'brisbane', 'discovered', 'damaged', 'way', 'posible', 'use', 'anymore', 'straight', 'contact', 'qantas', 'asked', 'pictures', 'receipts', 'send', 'everything', 'didn', 't', 'receive', 'answer', 'so', 'contacted', 'customer', 'service', 'apologies', 'asked', 'documents', 'send', 'back', 'documents', 'didn', 't', 'receive', 'answer', 'again', 'contacted', 'third', 'time', 'customer', 'service', 'stil', 'waiting', 'answer', 'it', 's', 'weks', 'realy', 'surprised', 'never', 'expected', 'kind', 'service', 'flight']",0
"""service was poor""","['trip', 'verified', 'must', 'prime', 'busines', 'route', 'qantas', 'important', 'them', 'given', 'options', 'available', 'airlines', 'service', 'por', 'wel', 'meaning', 'staf', 'chaoticaly', 'managed', 'fod', 'and', 'stages', 'nondescript', 'unatractively', 'served', 'long', 'delays', 'courses', 'colecting', 'up', 'help', 'ofered', 'preparing', 'beding', 'etc', 'whole', 'experience', 'emphasised', 'how', 'comparison', 'ba', 'managed', 'spruce', 'recover', 'busines', 'service', 'standards', 'moment', 'incomparably', 'beter', 'way', 'geting', 'australia']",0
"""Qantas managing to lose baggage""","['trip', 'verified', 'simple', 'nonstop', 'flight', 'akl', 'syd', 'result', 'qantas', 'managing', 'lose', 'bagage', 'multiple', 'cals', 'bagage', 'located', 'days', 'said', 'may', 'purchase', 'clothes', 'submit', 'receipt', 'website', 'claim', 'back', 'expense', 'done', 'nothing', 'heard', 'qanats', 'weks', 'folow', 'phone', 'cal', 'qantas', 'caled', 'customer', 'service', 'line', 'wait', 'time', 'mins', 'get', 'through', 'would', 'alow', 'speak', 'bagage', 'department', 'get', 'update', 'instead', 'put', 'hold', 'several', 'minutes', 'lady', 'told', 'expedited', 'query', 'asked', 'meant', 'could', 'expect', 'response', 'told', 'son', 'posible', 'probed', 'actualy', 'give', 'time', 'line', 'would', 'it', 'asked', 'could', 'expect', 'query', 'resolved', 'year', 'even', 'give', 'asurance']",0
"""failed at every step of the way""","['trip', 'verified', 'qantas', 'failed', 'every', 'step', 'way', 'flight', 'canceled', 'leaving', 'us', 'stranded', 'without', 'airport', 'transport', 'replacement', 'flight', 'aded', 'stop', 'extra', 'min', 'travel', 'replacement', 'flight', 'delayed', 'conecting', 'flight', 'from', 'aded', 'stop', 'over', 'mised', 'extra', 'hour', 'travel', 'lost', 'half', 'lugage']",0
"""extremely rude and unhelpful""","['trip', 'verified', 'flew', 'sydney', 'manila', 'qantas', 'partner', 'arived', 'manila', 'sign', 'one', 'cases', 'sems', 'lady', 'checkin', 'never', 'checked', 'one', 'bags', 'properly', 'bags', 'listed', 'receipt', 'although', 'handed', 'trying', 'get', 'answer', 'since', 'friday', 'caled', 'sent', 'several', 'emails', 'sent', 'reports', 'spoke', 'live', 'bots', 'avail', 'moving', 'country', 'belongings', 'case', 'trying', 'get', 'answer', 'one', 'giving', 'us', 'service', 'apaling', 'since', 'landed', 'checkin', 'qantas', 'gate', 'sydney', 'airport', 'staf', 'extremely', 'rude', 'unhelpful', 'suposed', 'australia', 's', 'airline', 'received', 'much', 'beter', 'service', 'budget', 'airlines', 'absolute', 'joke', 'would', 'strongly', 'advise', 'chosing', 'airline']",0
"""lacking in customer service skills""","['trip', 'verified', 'ground', 'staf', 'flight', 'staf', 'rude', 'interested', 'interactions', 'loking', 'customers', 'ground', 'staf', 'disorganised', 'flustered', 'tok', 'frustrations', 'customers', 'ground', 'staf', 'flight', 'staf', 'lacking', 'customer', 'service', 'skils', 'behaved', 'like', 'customers', 'inconvenience', 'rather', 'airlines', 'core', 'busines', 'unfortunate', 'find', 'embarasment', 'foreign', 'visitors', 'treated', 'qantas', 'many', 'years', 'casual', 'alof', 'customer', 'interactions', 'learn', 'lot', 'asian', 'cariers', 'aditionaly', 'qantas', 'smashed', 'checked', 'lugage', 'case', 'longer', 'usable', 'bagage', 'services', 'airport', 'said', 'yes', 'obvious', 'isue', 'qantas', 'would', 'lok', 'it', 'submiting', 'damage', 'bagage', 'services', 'reference', 'number', 'qantas', 'replied', 'saying', 'cover', 'dents', 'scratches', 'normal', 'wear', 'tear', 'photo', 'shows', 'consider', 'scratch']",0
"""Absolute shambles""","['trip', 'verified', 'absolute', 'shambles', 'flights', 'welington', 'los', 'angeles', 'voided', 'without', 'consent', 'received', 'text', 'mesage', 'th', 'february', 'asking', 'check', 'via', 'qantas', 'website', 'tried', 'webpage', 'using', 'boking', 'reference', 'however', 'said', 'neded', 'go', 'airport', 'check', 'in', 'feburary', 'th', 'went', 'welington', 'airport', 'two', 'employes', 'working', 'contractor', 'company', 'works', 'qantas', 'airport', 'tried', 'provide', 'tickets', 'however', 'told', 'ticketing', 'department', 'flights', 'voided', 'person', 'ticketing', 'department', 'claimed', 'flight', 'voided', 'american', 'airlines', 'partner', 'airline', 'december', 'surprised', 'receive', 'partial', 'refund', 'around', 'nzd', 'fraction', 'aprox', 'nzd', 'paid', 'flights', 'made', 'sense', 'asked', 'qantas', 'several', 'times', 'via', 'email', 'phone', 'specify', 'refund', 'november', 'without', 'receiving', 'answer', 'them', 'november', 'asked', 'change', 'flight', 'date', 'paid', 'proces', 'request', 'february', 'th', 'asked', 'cal', 'qantas', 'hotline', 'employes', 'airport', 'unable', 'help', 'me', 'disbelief', 'hotline', 'staf', 'told', 'would', 'reisue', 'tickets', 'provide', 'ful', 'refund', 'absolutely', 'recomend', 'airline', 'want', 'make', 'changes', 'flight', 'dates', 'prepared', 'spend', 'hours', 'hotline', 'flying', 'internationaly', 'wish', 'anyone', 'go', 'saga', 'going', 'them', 'almost', 'nzd', 'pocket', 'mistakes', 'made', 'stil', 'received', 'answer', 'ful', 'refund', 'compensation']",0
"""Please wake up Qantas""","['trip', 'verified', 'perfunctory', 'interesting', 'word', 'one', 'aplicable', 'flight', 'service', 'cgk', 'syd', 'don', 't', 'know', 'what', 's', 'hapened', 'qantas', 'since', 'pandemic', 'sure', 'major', 'decline', 'onboard', 'service', 'isues', 'don', 't', 'stem', 'welcome', 'totaly', 'ignored', 'even', 'oneworld', 'emerald', 'dweling', 'would', 'sem', 'pety', 'entitled', 'rather', 'folowing', 'amenity', 'kits', 'economy', 'lok', 'overnight', 'flight', 'would', 'expect', 'eye', 'shades', 'toth', 'brush', 'nine', 'given', 'none', 'pockets', 'row', 'cofe', 'tea', 'served', 'landing', 'red', 'eye', 'flight', 'cabin', 'lights', 'come', 'usualy', 'hour', 'landing', 'cofe', 'normaly', 'served', 'nothing', 'flight', 'wouldn', 't', 'mind', 'airasia', 'paying', 'almost', 'cgksydwgn', 'trip', 'smal', 'things', 'inded', 'count', 'please', 'wake', 'qantas', 'flown', 'recently', 'one', 'world', 'partners', 'cathay', 'qatar', 'jal', 'asure', 'you', 're', 'left', 'way', 'way', 'behind']",0
"""they just don't care""","['verified', 'absolutely', 'useles', 'late', 'flight', 'lugage', 'left', 'behind', 'zero', 'customer', 'service', 'care', 'refund', 'credit', 'taking', 'exit', 'dor', 'seats', 'away', 'great', 'airline', 'worlds', 'worst', 'fly', 'qantas', 'care']",0
"""I have made the move to Virgin""","['verified', 'qantas', 'frequent', 'flyer', 'since', 'also', 'flown', 'wel', 'domesticaly', 'internationaly', 'due', 'high', 'prices', 'employer', 'boking', 'flights', 'virgin', 'found', 'second', 'none', 'hospitality', 'service', 'years', 'qantas', 'made', 'move', 'virgin', 'qantas', 'service', 'hospitality', 'condition', 'terminals', 'lounges', 'nothing', 'les', 'dark', 'ages']",0
"""The worst customer service I've ever encountered""","['trip', 'verified', 'qantas', 'canceled', 'flight', 'two', 'years', 'ago', 'stil', 'refunded', 'us', 'hundreds', 'dolars', 'exces', 'bagage', 'paid', 'for', 'ive', 'spoken', 'many', 'times', 'deny', 'owe', 'us', 'money', 'say', 'someone', 'get', 'back', 'us', 'it', 'one', 'ever', 'does', 'time', 'phone', 'say', 'record', 'hours', 'hours', 'ive', 'spent', 'phone', 'before', 'say', 'ned', 'information', 'again', 'reference', 'number', 'last', 'cal', 'cal', 'say', 'number', 'refer', 'anything', 'record', 'case', 'worst', 'customer', 'service', 'ive', 'ever', 'encountered', 'cost', 'us', 'money', 'spare', 'realy', 'care', 'avoid', 'costs']",0
"""service was calm, efficient and friendly""","['trip', 'verified', 'flew', 'qantas', 'sydney', 'melbourne', 'return', 'flights', 'punctual', 'service', 'calm', 'eficient', 'friendly', 'meals', 'busines', 'hot', 'delicious', 'loks', 'like', 'qantas', 'back', 'old', 'self', 'covid', 'disruption', 'wel', 'done']",1
"""hate having to fly with them now""","['trip', 'verified', 'one', 'bags', 'badly', 'damaged', 'flight', 'june', 'contacted', 'qantas', 'customer', 'care', 'emails', 'pictures', 'sent', 'us', 'email', 'july', 'staying', 'replacement', 'bag', 'ordered', 'receive', 'shortly', 'months', 'many', 'emails', 'qantas', 'replacement', 'bag', 'single', 'reply', 'them', 'caled', 'boking', 'line', 'today', 'lady', 'bit', 'diging', 'found', 'case', 'closed', 'canot', 'lok', 'it', 'advised', 'open', 'whole', 'new', 'case', 'reference', 'old', 'case', 'number', 'started', 'proces', 'again', 'maybe', 'might', 'get', 'sorted', 'qantas', 'joke', 'hate', 'fly', 'now', 'ned', 'airlines', 'make', 'wake', 'sort', 'customer', 'service', 'lack', 'it']",0
"""we had such a great steward""","['trip', 'verified', 'went', 'canbera', 'funeral', 'flight', 'back', 'great', 'steward', 'johno', 'hapy', 'person', 'great', 'personality', 'making', 'everyone', 'fel', 'welcome', 'nothing', 'problem', 'even', 'though', 'short', 'flight', 'best', 'se', 'qantas']",1
Qantas Airways customer review,"['trip', 'verified', 'flew', 'launceston', 'sydney', 'qantas', 'christchurch', 'air', 'nz', 'first', 'flight', 'delayed', 'meant', 'almost', 'mised', 'transfer', 'traveling', 'bike', 'bag', 'make', 'transfer', 'finaly', 'arived', 'days', 'later', 'condition', 'bag', 'longer', 'usable', 'traveling', 'friends', 'also', 'bike', 'returned', 'nz', 'one', 'bike', 'made', 'back', 'original', 'flight', 'options', 'fly', 'another', 'airline', 'would', 'sugest', 'even', 'cost', 'greater']",0
"""Qantas staff are so inconsiderate""","['verified', 'qantas', 'vouchers', 'useles', 'qantas', 'kindly', 'given', 'us', 'voucher', 'aces', 'singapore', 'lounge', 'april', 'spending', 'dificult', 'days', 'singapore', 'tight', 'restrictions', 'everything', 'internet', 'conection', 'loking', 'forward', 'chiling', 'qantas', 'lounge', 'flight', 'home', 'unfortunately', 'voucher', 'wife', 'qantas', 'staf', 'refused', 'alow', 'two', 'daughters', 'lounge', 'considering', 'people', 'traveling', 'last', 'year', 'shocking', 'kids', 'come', 'us', 'relax', 'lounge', 'hours', 'could', 'use', 'voucher', 'leave', 'kids', 'outside', 'qantas', 'staf', 'inconsiderate', 'chose', 'airline', 'first', 'even', 'costs', 'more', 'rest', 'life']",0
"""one of the worst flights""","['verified', 'one', 'worst', 'flights', 'ever', 'had', 'hours', 'delay', 'without', 'explanation', 'dolar', 'meal', 'voucher', 'joke', 'get', 'airport', 'onboard', 'service', 'bad', 'meals', 'tiny', 'international', 'flights', 'tried', 'upgrade', 'return', 'flights', 'days', 'frequent', 'flyer', 'points', 'suces', 'available', 'cash', 'payment', 'joke', 'disapointment', 'would', 'newer', 'ever', 'use', 'airline']",0
"""Disgraceful, so disappointed""","['trip', 'verified', 'disgraceful', 'disapointed', 'qantas', 'recent', 'flight', 'home', 'wife', 'w', 'pregnant', 'went', 'rear', 'cabin', 'boarding', 'kindly', 'asked', 'rows', 'fre', 'boarding', 'could', 'please', 'use', 'row', 'lie', 'least', 'stretch', 'out', 'female', 'cabin', 'crew', 'member', 'sarcasticaly', 'told', 'flight', 'ful', 'wife', 'turned', 'back', 'walk', 'seat', 'heard', 'crew', 'member', 'muter', 'something', 'afect', 'you', 'get', 'anyway', 'why', 'would', 'give', 'you', 'nearby', 'pasenger', 'heard', 'coment', 'to', 'absolutely', 'disgusting', 'behavior', 'try', 'buy', 'busines', 'clas', 'sold', 'fast', 'wife', 'strugling', 'seats', 'given', 'reason', 'go', 'back', 'give', 'stupid', 'cabin', 'crew', 'piece', 'mind', 'wife', 'far', 'nice', 'want', 'risk', 'geting', 'kicked', 'flight', 'rude', 'incident', 'aside', 'seats', 'filthy', 'fod', 'scraps', 'everywhere', 'also', 'meal', 'tray', 'absolutely', 'filthy', 'glad', 'brought', 'wet', 'wipes', 'honestly', 'disgusting', 'bread', 'crumbs', 'hair', 'stil', 'trays', 'qantas', 'honestly', 'gone', 'downhil', 'ceo', 'idea', 'whatsoever', 'embarased', 'say', 'qantas', 'national', 'airline', 'heard', 'qantas', 'know', 'qantas', 'was', 'please', 'avoid', 'fly', 'virgin', 'overal', 'rating', 'point', 'geting', 'home']",0
"""dissatisfied with the lack of service""","['trip', 'verified', 'cabin', 'service', 'meal', 'por', 'wel', 'inconsiderate', 'person', 'siting', 'beside', 'me', 'firstly', 'usual', 'glas', 'wine', 'available', 'departure', 'ran', 'meal', 'choice', 'reached', 'row', 'person', 'beside', 'elderly', 'woman', 'way', 'home', 'scotland', 'like', 'nodles', 'ofer', 'meal', 'asked', 'alternative', 'economy', 'clas', 'meal', 'ofered', 'arived', 'hour', 'point', 'elderly', 'neighbour', 'gave', 'told', 'steward', 'longer', 'wanted', 'meal', 'manager', 'came', 'woman', 'complained', 'lack', 'service', 'manager', 'talked', 'elderly', 'woman', 'teling', 'always', 'get', 'meal', 'want', 'woman', 'continuing', 'brisbane', 'emirates', 'flight', 'scotland', 'tels', 'flies', 'busines', 'clas', 'every', 'year', 'new', 'zealand', 'hapy', 'know', 'next', 'trip', 'later', 'year', 'require', 'flight', 'qantas', 'emirates', 'flying', 'way', 'nz', 'rarely', 'fly', 'qantas', 'chosing', 'airlines', 'necesity', 'consider', 'again', 'treatment', 'elderly', 'woman', 'apaling', 'also', 'disatisfied', 'lack', 'service', 'por', 'quality', 'meal']",0
"""Qantas has become the worst""","['trip', 'verified', 'flight', 'delayed', 'reasons', 'given', 'sat', 'there', 'finaly', 'boarded', 'tray', 'tables', 'filthy', 'hair', 'grime', 'previous', 'flight', 'also', 'entertainment', 'pathetic', 'ive', 'wiz', 'air', 'flights', 'beter', 'choices', 'also', 'fod', 'rubish', 'smal', 'plastic', 'container', 'fod', 'tasted', 'realy', 'bad', 'cheaper', 'airlines', 'beter', 'fod', 'qantas', 'become', 'worst']",0
"""an under expectation experience""","['trip', 'verified', 'bit', 'expectation', 'experience', 'seats', 'smaler', 'compared', 'airlines', 'clas', 'served', 'cold', 'chicken', 'rice', 'checkin', 'cabin', 'crews', 'cleanlines', 'entertainment', 'god', 'enough']",0
